INFO 2024-06-07 21:03:53,197 autoreload Watching for file changes with StatReloader
DEBUG 2024-06-07 21:03:53,582 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/concurrent/__init__.py first seen with mtime 1708118050.3921978
DEBUG 2024-06-07 21:03:53,582 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_forward_ref.py first seen with mtime 1712899330.5785646
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/email/_encoded_words.py first seen with mtime 1708118050.460197
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/http/__init__.py first seen with mtime 1709560671.4491777
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/middleware/csrf.py first seen with mtime 1709560671.4491777
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/template/defaulttags.py first seen with mtime 1709560671.453178
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1709560671.413177
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/files/base.py first seen with mtime 1709560671.377176
DEBUG 2024-06-07 21:03:53,583 autoreload File /bce/lectures/2024-web-application-programming/eunjin0680/refrigerator1/backend/foods/__init__.py first seen with mtime 1717762278.7942877
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/warnings.py first seen with mtime 1712899330.5745647
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/auth/backends.py first seen with mtime 1709560670.9011652
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/struct.py first seen with mtime 1708118050.2641995
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/base/introspection.py first seen with mtime 1709560671.3971765
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/forms/__init__.py first seen with mtime 1709560671.4291773
DEBUG 2024-06-07 21:03:53,583 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/fields/related.py first seen with mtime 1709560671.4211771
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/__init__.py first seen with mtime 1709560670.6851602
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/functions/math.py first seen with mtime 1709560671.425177
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/re/_constants.py first seen with mtime 1708118051.196187
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_validate_call.py first seen with mtime 1712899330.5825646
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/opcode.py first seen with mtime 1708118050.172201
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/views/generic/detail.py first seen with mtime 1709560671.4771783
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_zoneinfo.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118073.2598886
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/urls/__init__.py first seen with mtime 1709560671.461178
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/gzip.py first seen with mtime 1708118050.1322014
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/migrations/operations/base.py first seen with mtime 1709560671.413177
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_core_utils.py first seen with mtime 1712899330.5785646
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/__future__.py first seen with mtime 1708118050.1242015
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/_distutils_hack/__init__.py first seen with mtime 1710328835.0
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/email/utils.py first seen with mtime 1708118050.4881966
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/sites/requests.py first seen with mtime 1709560671.3211749
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_uuid.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118073.1398902
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/bz2.py first seen with mtime 1708118050.0682023
DEBUG 2024-06-07 21:03:53,584 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/urllib/response.py first seen with mtime 1708118051.332185
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/template/library.py first seen with mtime 1709560671.453178
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_bisect.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118073.7438824
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py first seen with mtime 1712899330.5785646
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/transports.py first seen with mtime 1708118050.376198
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/views/generic/base.py first seen with mtime 1709560671.4771783
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/views/decorators/common.py first seen with mtime 1709560671.4771783
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/checks/security/__init__.py first seen with mtime 1709560671.377176
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/email/mime/message.py first seen with mtime 1708118050.5001965
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_csv.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118072.7518954
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_sqlite3.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118072.479899
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/auth/__init__.py first seen with mtime 1709560670.9011652
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/corsheaders/apps.py first seen with mtime 1713333374.7543645
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1709560671.4211771
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/checks/files.py first seen with mtime 1709560671.373176
DEBUG 2024-06-07 21:03:53,585 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/sites/__init__.py first seen with mtime 1709560671.3211749
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_dataclasses.py first seen with mtime 1712899330.5785646
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/importlib/resources/_adapters.py first seen with mtime 1708118050.9401903
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/dispatch/dispatcher.py first seen with mtime 1709560671.4291773
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1709560671.373176
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/wsgiref/simple_server.py first seen with mtime 1708118051.3641846
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/forms/utils.py first seen with mtime 1709560671.4291773
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/graphlib.py first seen with mtime 1708118050.1322014
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/subprocess.py first seen with mtime 1708118050.3681982
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/admin/utils.py first seen with mtime 1709560670.6891603
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/functions/window.py first seen with mtime 1709560671.425177
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_contextvars.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118073.0398917
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/utils.py first seen with mtime 1709560671.3931766
DEBUG 2024-06-07 21:03:53,586 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_typing_extra.py first seen with mtime 1712899330.5825646
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/utils.py first seen with mtime 1702401532.4253814
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/files.py first seen with mtime 1702401532.4253814
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1709560670.8451638
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_validators.py first seen with mtime 1712899330.5865645
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/tempfile.py first seen with mtime 1708118050.2801993
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/sqlparse/exceptions.py first seen with mtime 1681817740.5884488
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/pickle.py first seen with mtime 1708118050.1802008
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/utils/module_loading.py first seen with mtime 1709560671.4691782
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/fields/mixins.py first seen with mtime 1709560671.4211771
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/deprecated/class_validators.py first seen with mtime 1712899330.5865645
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/sqlparse/__init__.py first seen with mtime 1681817740.5884488
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/utils/tree.py first seen with mtime 1709560671.4731784
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/sqlparse/keywords.py first seen with mtime 1681817740.5884488
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/http/cookies.py first seen with mtime 1708118050.7401931
DEBUG 2024-06-07 21:03:53,587 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/conf/urls/static.py first seen with mtime 1709560670.6851602
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/logging/__init__.py first seen with mtime 1708118051.1321878
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/templatetags/__init__.py first seen with mtime 1709560671.4571779
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/functions/comparison.py first seen with mtime 1709560671.425177
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/template/backends/__init__.py first seen with mtime 1709560671.453178
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/cache/__init__.py first seen with mtime 1709560671.373176
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/fields/files.py first seen with mtime 1709560671.4211771
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/views/generic/__init__.py first seen with mtime 1709560671.4771783
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/base.py first seen with mtime 1709560671.413177
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/compatibility/__init__.py first seen with mtime 1702401532.4293814
DEBUG 2024-06-07 21:03:53,588 autoreload File /bce/lectures/2024-web-application-programming/eunjin0680/refrigerator1/backend/foods/models.py first seen with mtime 1717771446.839071
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/json/encoder.py first seen with mtime 1708118050.97219
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/params/functions.py first seen with mtime 1702401532.4333816
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1681817740.592449
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/keyword.py first seen with mtime 1708118050.1482012
DEBUG 2024-06-07 21:03:53,588 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/sslproto.py first seen with mtime 1708118050.3641982
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/base/__init__.py first seen with mtime 1709560671.3931766
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/sqlite3/schema.py first seen with mtime 1709560671.4091768
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_bz2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118073.0798912
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/importlib/metadata/__init__.py first seen with mtime 1708118050.96019
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/admin/widgets.py first seen with mtime 1709560670.6891603
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/utils/translation/__init__.py first seen with mtime 1709560671.4731784
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/views/generic/edit.py first seen with mtime 1709560671.4771783
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/zipfile/__init__.py first seen with mtime 1708118051.4321837
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/lib-dynload/_blake2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1708118072.4398994
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/_markupbase.py first seen with mtime 1708118050.160201
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/asgiref/current_thread_executor.py first seen with mtime 1711269032.0367389
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/base/operations.py first seen with mtime 1709560671.3971765
DEBUG 2024-06-07 21:03:53,589 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/utils/translation/reloader.py first seen with mtime 1709560671.4731784
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/string.py first seen with mtime 1708118050.2601995
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1709560671.4211771
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/functools.py first seen with mtime 1708118050.1202016
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/taskgroups.py first seen with mtime 1708118050.3681982
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/checks/registry.py first seen with mtime 1709560671.377176
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/_internal/_core_metadata.py first seen with mtime 1712899330.5785646
DEBUG 2024-06-07 21:03:53,590 autoreload File /bce/lectures/2024-web-application-programming/eunjin0680/refrigerator1/backend/foods/api.py first seen with mtime 1717793990.6386144
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/importlib/_abc.py first seen with mtime 1708118050.9201908
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/traceback.py first seen with mtime 1708118050.2921991
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/queues.py first seen with mtime 1708118050.3561983
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/email/__init__.py first seen with mtime 1708118050.4761968
DEBUG 2024-06-07 21:03:53,590 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/files/storage/memory.py first seen with mtime 1709560671.3811762
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1709560670.9051652
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1709560671.1851716
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/enums.py first seen with mtime 1709560671.417177
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/trsock.py first seen with mtime 1708118050.376198
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/json/__init__.py first seen with mtime 1708118050.97219
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/urllib/error.py first seen with mtime 1708118051.3241851
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/logging/handlers.py first seen with mtime 1708118051.128188
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/multiprocessing/__init__.py first seen with mtime 1708118051.1441877
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/template/response.py first seen with mtime 1709560671.453178
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/orm/metaclass.py first seen with mtime 1702401532.4293814
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/version.py first seen with mtime 1712899330.5745647
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1709560670.8451638
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/forms/fields.py first seen with mtime 1709560671.4291773
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/asgiref/local.py first seen with mtime 1711269032.040739
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/threads.py first seen with mtime 1708118050.372198
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1709560671.3211749
DEBUG 2024-06-07 21:03:53,591 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/urls/base.py first seen with mtime 1709560671.461178
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/conf/locale/__init__.py first seen with mtime 1709560670.5691576
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/operation.py first seen with mtime 1702401532.4253814
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/forms/forms.py first seen with mtime 1709560671.4291773
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/email/errors.py first seen with mtime 1708118050.464197
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/email/_header_value_parser.py first seen with mtime 1708118050.4721968
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1709560670.8451638
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/base_futures.py first seen with mtime 1708118050.3321986
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1681817740.592449
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/utils/dateformat.py first seen with mtime 1709560671.4651783
DEBUG 2024-06-07 21:03:53,592 autoreload File /bce/lectures/2024-web-application-programming/eunjin0680/refrigerator1/backend/manage.py first seen with mtime 1717761686.3342369
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/utils.py first seen with mtime 1709560671.3931766
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/pydantic/aliases.py first seen with mtime 1712899330.5665648
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1709560671.4091768
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/sysconfig.py first seen with mtime 1708118050.2721994
DEBUG 2024-06-07 21:03:53,592 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/admin/actions.py first seen with mtime 1709560670.6851602
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/ninja/main.py first seen with mtime 1702401532.4253814
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/migrations/operations/special.py first seen with mtime 1709560671.413177
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/sessions/models.py first seen with mtime 1709560671.2731738
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/core/signals.py first seen with mtime 1709560671.373176
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/models/lookups.py first seen with mtime 1709560671.417177
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/backends/sqlite3/creation.py first seen with mtime 1709560671.4051766
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/views/decorators/csrf.py first seen with mtime 1709560671.4771783
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/threading.py first seen with mtime 1708118050.2881992
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/db/migrations/migration.py first seen with mtime 1709560671.4091768
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/utils/version.py first seen with mtime 1709560671.4731784
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/site-packages/django/contrib/staticfiles/apps.py first seen with mtime 1709560671.3651757
DEBUG 2024-06-07 21:03:53,593 autoreload File /home/eunjin0680/mambaforge/envs/django/lib/python3.12/asyncio/timeouts.py first seen with mtime 1708118050.376198
